360 0.000130 0.000004 0.000606
361 0.000146 0.000004 0.000681
362 0.000164 0.000005 0.000765
363 0.000184 0.000006 0.000860
364 0.000207 0.000006 0.000967
365 0.000232 0.000007 0.001086
366 0.000261 0.000008 0.001221
367 0.000293 0.000009 0.001373
368 0.000329 0.000010 0.001544
369 0.000370 0.000011 0.001734
370 0.000415 0.000012 0.001946
371 0.000464 0.000014 0.002178
372 0.000519 0.000016 0.002436
373 0.000582 0.000017 0.002732
374 0.000655 0.000020 0.003078
375 0.000742 0.000022 0.003486
376 0.000845 0.000025 0.003975
377 0.000965 0.000028 0.004541
378 0.001095 0.000032 0.005158
379 0.001231 0.000035 0.005803
380 0.001368 0.000039 0.006450
381 0.001502 0.000043 0.007083
382 0.001642 0.000047 0.007746
383 0.001802 0.000052 0.008501
384 0.001996 0.000057 0.009414
385 0.002236 0.000064 0.010550
386 0.002535 0.000072 0.011966
387 0.002893 0.000082 0.013656
388 0.003301 0.000094 0.015588
389 0.003753 0.000106 0.017730
390 0.004243 0.000120 0.020050
391 0.004762 0.000135 0.022511
392 0.005330 0.000152 0.025203
393 0.005979 0.000170 0.028280
394 0.006741 0.000192 0.031897
395 0.007650 0.000217 0.036210
396 0.008751 0.000247 0.041438
397 0.010029 0.000281 0.047504
398 0.011422 0.000319 0.054120
399 0.012869 0.000357 0.060998
400 0.014310 0.000396 0.067850
401 0.015704 0.000434 0.074486
402 0.017147 0.000473 0.081362
403 0.018781 0.000518 0.089154
404 0.020748 0.000572 0.098540
405 0.023190 0.000640 0.110200
406 0.026207 0.000725 0.124613
407 0.029783 0.000825 0.141702
408 0.033881 0.000941 0.161304
409 0.038468 0.001070 0.183257
410 0.043510 0.001210 0.207400
411 0.048996 0.001362 0.233692
412 0.055023 0.001531 0.262611
413 0.061719 0.001720 0.294775
414 0.069212 0.001935 0.330799
415 0.077630 0.002180 0.371300
416 0.086958 0.002455 0.416209
417 0.097177 0.002764 0.465464
418 0.108406 0.003118 0.519695
419 0.120767 0.003526 0.579530
420 0.134380 0.004000 0.645600
421 0.149358 0.004546 0.718484
422 0.165396 0.005159 0.796713
423 0.181983 0.005829 0.877846
424 0.198611 0.006546 0.959439
425 0.214770 0.007300 1.039050
426 0.230187 0.008086 1.115367
427 0.244880 0.008909 1.188497
428 0.258777 0.009768 1.258123
429 0.271808 0.010664 1.323930
430 0.283900 0.011600 1.385600
431 0.294944 0.012573 1.442635
432 0.304897 0.013583 1.494804
433 0.313787 0.014630 1.542190
434 0.321645 0.015715 1.584881
435 0.328500 0.016840 1.622960
436 0.334351 0.018007 1.656405
437 0.339210 0.019214 1.685296
438 0.343121 0.020454 1.709875
439 0.346130 0.021718 1.730382
440 0.348280 0.023000 1.747060
441 0.349600 0.024295 1.760045
442 0.350147 0.025610 1.769623
443 0.350013 0.026959 1.776264
444 0.349287 0.028351 1.780433
445 0.348060 0.029800 1.782600
446 0.346373 0.031311 1.782968
447 0.344262 0.032884 1.781700
448 0.341809 0.034521 1.779198
449 0.339094 0.036226 1.775867
450 0.336200 0.038000 1.772110
451 0.333198 0.039847 1.768259
452 0.330041 0.041768 1.764039
453 0.326636 0.043766 1.758944
454 0.322887 0.045843 1.752466
455 0.318700 0.048000 1.744100
456 0.314025 0.050244 1.733559
457 0.308884 0.052573 1.720858
458 0.303290 0.054981 1.705937
459 0.297258 0.057459 1.688737
460 0.290800 0.060000 1.669200
461 0.283970 0.062602 1.647529
462 0.276721 0.065278 1.623413
463 0.268918 0.068042 1.596022
464 0.260423 0.070911 1.564528
465 0.251100 0.073900 1.528100
466 0.240847 0.077016 1.486111
467 0.229851 0.080266 1.439522
468 0.218407 0.083667 1.389880
469 0.206812 0.087233 1.338736
470 0.195360 0.090980 1.287640
471 0.184214 0.094918 1.237422
472 0.173327 0.099046 1.187824
473 0.162688 0.103367 1.138761
474 0.152283 0.107885 1.090148
475 0.142100 0.112600 1.041900
476 0.132179 0.117532 0.994198
477 0.122570 0.122674 0.947347
478 0.113275 0.127993 0.901453
479 0.104298 0.133453 0.856619
480 0.095640 0.139020 0.812950
481 0.087300 0.144676 0.770517
482 0.079308 0.150469 0.729445
483 0.071718 0.156462 0.689914
484 0.064581 0.162718 0.652105
485 0.057950 0.169300 0.616200
486 0.051862 0.176243 0.582329
487 0.046282 0.183558 0.550416
488 0.041151 0.191273 0.520338
489 0.036413 0.199418 0.491967
490 0.032010 0.208020 0.465180
491 0.027917 0.217120 0.439925
492 0.024144 0.226735 0.416184
493 0.020687 0.236857 0.393882
494 0.017540 0.247481 0.372946
495 0.014700 0.258600 0.353300
496 0.012162 0.270185 0.334858
497 0.009920 0.282294 0.317552
498 0.007967 0.295051 0.301338
499 0.006296 0.308578 0.286169
500 0.004900 0.323000 0.272000
501 0.003777 0.338402 0.258817
502 0.002945 0.354686 0.246484
503 0.002425 0.371699 0.234772
504 0.002236 0.389288 0.223453
505 0.002400 0.407300 0.212300
506 0.002926 0.425630 0.201169
507 0.003837 0.444310 0.190120
508 0.005175 0.463394 0.179225
509 0.006982 0.482940 0.168561
510 0.009300 0.503000 0.158200
511 0.012149 0.523569 0.148138
512 0.015536 0.544512 0.138376
513 0.019477 0.565690 0.128994
514 0.023993 0.586965 0.120075
515 0.029100 0.608200 0.111700
516 0.034815 0.629346 0.103905
517 0.041120 0.650307 0.096667
518 0.047985 0.670875 0.089983
519 0.055379 0.690842 0.083845
520 0.063270 0.710000 0.078250
521 0.071635 0.728185 0.073209
522 0.080462 0.745464 0.068678
523 0.089740 0.761969 0.064568
524 0.099456 0.777837 0.060788
525 0.109600 0.793200 0.057250
526 0.120167 0.808110 0.053904
527 0.131114 0.822496 0.050747
528 0.142368 0.836307 0.047753
529 0.153854 0.849492 0.044899
530 0.165500 0.862000 0.042160
531 0.177257 0.873811 0.039507
532 0.189140 0.884962 0.036936
